	text	is_hate
963	Get the strongest pepper spray you can find .	0
964	Yes exactly , as the GREAT was put into GREAT BRITAIN by the likes of these lads and their fathers and forefathers .	0
965	I have always thought whites and negroes are as different as lions and tigers .	0
966	Only in the mind of the INTERNATIONAL  could such an evil machination , with its ticker tape parade of lies , be cooked up !	1
967	Race-consciousness and the determination to preserve our own is part of our nature , being in essence a defining feature of the Aryan spirit .	0
968	Here is the Link http://www.geocities.com/switchblade...ftheblood.html	0
969	Only scored a 120 .	0
970	What more could we ask for .	0
971	Some graduate programs will cater to working professionals and will do the bulk of the classes on line with only one or two days per month actually on campus .	0
972	Solvent soaked patches ∙ brass bore brushes ∙ just could not get perfectly clean .	0
973	It was until Kveldulf saw fit to open it up again with his unnecessary comments .	0
974	Many many religious people are just following their programming , mixed in with a little personal interpretation and maybe a voice or two in their heads .	0
975	Over the years , he succeeded in Verl , where he has lived since his marriage under the name Marco B. , maintain a bourgeois facade .	0
976	Those poor kikes they cant even escape antisemetism in the country were it is punishable by death ( I am talking about palestinians )	1
977	Oberschlesien - Als die Deutschen weg waren ( 4/5 ) - YouTube	0
978	There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .	1
979	Remember to not make it just about being anti-everyone else , but to also make it about them being proud of their own family heritage .	0
980	True and good point .	0
981	Your tread had been moved who knows where , mine is closed so we must trespass on the hospitality of the Slavic .	0
982	Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .	0
983	Hey, I am in Mesa ..	0
984	There are too many wonderful people on here to mention .. you will meet them soon enough .	0
985	Great link .	0
986	Ian 's arguments wins hands down , you lose sucker .	0
987	Maybe the ghost of King Leopold nicked all their shovels .	0
988	That is good news When i was in Norge ..	0
989	I used to live near a school that was 100 %  with  children living in all  homes in a nearly all  neighbourhood .	0
990	I 'm looking for pen pals & would like to hear from u .	0
991	im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people	0
992	May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .	1
993	YouTube -  Attack White Man On Subway YouTube - White Girl Beaten On A Bus By  YouTube -  gang attack-Tottenham High Road N1 .	0
994	I have seen these things popping up more and more on youtube and I like it .	0
995	It works both ways .	0
996	16	0
997	Hopefully the traitors will be encircled in Westminster palace .	1
998	So there white and there against racism or they like monorities against whites ?	0
999	To be honest .. it frightens the living hell outta me .	0
1000	Partly visible and partly invisible at all times , PLEs are based upon standard community organizing practices that even take into account the factor of opposition .	0
1001	We spent too much time and effort worrying about  while the Asians and Hispanics , were the ones carrying the ball .	1
1002	http://www.natfront.com/join.html	0
1003	As far as I know the government gives them money for cars but im not sure how much they recieve and what the terms and conditions are if any .	0
1004	None of my relatives have  eyes , obviously .	0
1005	i think the main problem with our movement is that we 're not subtle in our approach. we need to use words that do n't promote controversy. instead of saying racial purity we use words like idenity .	0
1006	Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .	1
1007	'According to okayafrica.com ' : ' A violent scene unfolded Monday at the University of the Free State in South Africa when  students and workers disrupting a rugby match were attacked by white students .	0
1008	I am not critisizing , you are right , we should all just grow up .	0
1009	Oklahoma althought I carry a french name because my parents both was adopted. mother is german and my father is scottish	0
1010	Pretty soon , there 's not going to be anywhere left to run .	0
1011	I put that they were good for White youth .	0
1012	Great deal here ! 2 bedroom , 1 bath rural cabin home on 5.6 acres in southern Missouri .	0
1013	Most white kids i know believe they are superior and they freak out whenever a  guy is fighting a white .	0
1014	we should have our rights to do things our own way and all but that woman SHOULD have had an abortion !!! im against killing babies but there is NO WAY that could have gone well. dead fetus could 've probably killed the mother .	0
1015	Agreed.	0
1016	Kurt Angle youngest of 5 brothers , Brock Lesnar youngest of 3 brother .	0
1017	So far only on teespring under Warchief .	0
1018	This is bull * * * * !	0
1019	According to Mathieson 2015 , they had around a 30 % incidence of blue eyes ( versus around 25 % for the Steppe populations ) and carried the same mutations for light skin that the Steppe people did .	0
1020	My mum and dad were both born in the UK but both there parents came from Ireland which makes me 100 % Irish	0
1021	Aragorn	0
1022	I told him how to go and then said , you ar n't from around here , are ya ? lol	0
1023	Are only chapter right now is in the Fraser Valley near Vancouver but were looking to open chapters all over Canada .	0
1024	My son will be scheduled to have his first assesment around September sometime .	0
1025	178  teachers in Apelanta conspired and changed  student 's test answers to help them pass state exams .	0
1026	Ouuuuuuu , do I hate !	0
1027	7 minutes in , and it 's gorgeous .	0
1028	 eyes and  hair make you no less white than someone with blonde hair and blue eyes .	0
1029	It refers to people you find in Ireland with very  hair and very pale skin .	0
1030	My cousin lives there , he 's retired nypd .	0
1031	This is from the backfile of Stormfront 's Advance Scout , which is solely devoted to promoting the organizing strategy of PLE-Legionism .	0
1032	Wasn't that when Steve and Bean got their heads cracked opened ?	0
1033	I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators	0
